year,brand,title,youtube_url,funny,show_product_quickly,patriotic,celebrity,danger,animals,use_sex,view_count,like_count,dislike_count,comment_count
2018,E-Trade,"ETrade ""This Is Getting Old"" 2018 Super Bowl Commercial",https://www.youtube.com/watch?v=Qx5-AZlfjp4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,34440,178,11,15
2016,Budweiser,"Super Bowl 50 - Budweiser: ""Not Backing Down"" (2016)",https://www.youtube.com/watch?v=to4dhysGYD0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6432,NA,NA,2
2008,Coca-Cola,"Coca Cola ""It's Mine"" Super Bowl commercial",https://www.youtube.com/watch?v=-ACk9mRky5k,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,62538,217,4,29
2013,Kia,"Kia 'Hot Bots' - 2014 Kia Forte Super Bowl XLVII Car Ad (HD) ""Respect the tech"" - Official TV Spot",https://www.youtube.com/watch?v=yhPBzlB6VJI,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,28847,154,10,30
2014,Coca-Cola,"Coca Cola Super Bowl Commercial 2014 ""Its Beautiful"" HD 720p",https://www.youtube.com/watch?v=D4BC8zUfNhU,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,92878,450,88,139
2012,Budweiser,Budweiser Return of the King 2012 Super Bowl commercial,https://www.youtube.com/watch?v=TieDNumMwOc,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,0,0,0
2004,Bud Light,Bud Light Ad   Fergus Bud Light Bad dog!,https://www.youtube.com/watch?v=j7QA9oHpduk,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5699,27,1,0
2007,Bud Light,Super Bowl XLI Commercial -Bud Light Starring: Carlos Mencia,https://www.youtube.com/watch?v=670X2MCWzK0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,955616,1301,134,194
2007,Budweiser,Universal Casting Budweiser Commercial,https://www.youtube.com/watch?v=YnGpb8lbPOI,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,186,0,0,0
2019,Kia,Commercial Ads 2019 - KIA - The Great Unknowns – What If?,https://www.youtube.com/watch?v=nONhop0Kq-E,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,518,2,1,0
2002,Budweiser,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA
2010,E-Trade,NA,https://www.youtube.com/watch?v=tVrE5-eiSNA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
2003,Bud Light,Bud Light Commercial-Mother-in-Law,https://www.youtube.com/watch?v=RuIXFuwLb2s,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175482,268,15,32
2018,Toyota,Toyota Super Bowl 2018 Commercial (one team),https://www.youtube.com/watch?v=QwF3ipuNyfc,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,353513,1448,222,231
2003,Budweiser,"Budweiser ""Instant Replay"" 2003",https://www.youtube.com/watch?v=hM79LTkT7ek,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2732,8,0,1
2013,Budweiser,"The Clydesdales ""Brotherhood"" - 2013 Budweiser Super Bowl  [Commercial]",https://www.youtube.com/watch?v=eJucRz8kYo0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,246619,2225,64,67
2010,Budweiser,Budweiser - Body Bridge (2010) [HD],https://www.youtube.com/watch?v=IQHlA9qKJv4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,42,1,0,0
2003,Bud Light,Budweiser - No dogs allowed,https://www.youtube.com/watch?v=BKexURCYxtk,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,16083,60,3,1
2002,E-Trade,"E*TRADE Financial - Monkey Musical (2002, USA)",https://www.youtube.com/watch?v=SK1i1iyE7RA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1361,9,0,0
2006,Budweiser,"Super Bowl 2006: Bud Light ""On the Roof""",https://www.youtube.com/watch?v=q05QIp5qbnY,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,120196,167,15,10
2012,Coca-Cola,"Coke 2012 Commercial: ""Catch"" starring NE_Bear",https://www.youtube.com/watch?v=S2nBBMbjS8w,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,22849816,92333,42386,592
2019,Bud Light,Bud Light When the Trojan horse goes wrong Commercial,https://www.youtube.com/watch?v=nScg3KmA_6k,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,125,2,0,0
2007,Toyota,Toyota Tundra See Saw,https://www.youtube.com/watch?v=D81uh6I-2Q4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,286010,221,62,114
2014,Hynudai,Cool Hyundai Super Bowl Commercial (2014) Dad's Sixth Sense - Hyundai Genesis,https://www.youtube.com/watch?v=CyK63f0I1P0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,32557,202,7,5
2006,Pepsi,Jackie Chan Diet Pepsi Ad,https://www.youtube.com/watch?v=sx0i7WgBOvs,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,69440,70,7,11
2006,Pepsi,Brown & Bubbly,https://www.youtube.com/watch?v=d8f-PiELHls,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,6430,45,0,10
2015,Pepsi,Pepsi Super Bowl 2015  Halftime Touches Down Official   Hyped for Halftime   Pepsi,https://www.youtube.com/watch?v=IUU_ygKs3jA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,998,3,0,0
2012,Bud Light,Bud Light Platinum - Factory 2012 Super Bowl Commercial,https://www.youtube.com/watch?v=3LPLXuHlOCI,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21314,29,5,14
2009,Doritos,Super Bowl 2009 Ad - Doritos Crystal Ball,https://www.youtube.com/watch?v=Fdz0Q0GiEcc,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,20130,46,6,4
2006,Budweiser,Budweiser 'Lamb Streaker',https://www.youtube.com/watch?v=Zb3fhsfs6ZU,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,746836,2179,78,95
2014,Bud Light,Cool Twist   2014 Super Bowl XLVIII Commercial  Bud Light,https://www.youtube.com/watch?v=_l1nWWiut0I,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9649,32,2,1
2005,Pepsi,Pepsi Truck Commercial,https://www.youtube.com/watch?v=eXfNnSOOoVc,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,43983,93,5,13
2005,Bud Light,Bud Lighta Cedric a Island Fantasy 2005,https://www.youtube.com/watch?v=Q5Hu_FBUIsk,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0,1
2005,Bud Light,Bud Lighta Cedric a Island Fantasy 2005,https://www.youtube.com/watch?v=Q5Hu_FBUIsk,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0,1
2005,Bud Light,Bud Lighta Cedric a Island Fantasy 2005,https://www.youtube.com/watch?v=Q5Hu_FBUIsk,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0,1
2005,Bud Light,Bud Lighta Cedric a Island Fantasy 2005,https://www.youtube.com/watch?v=Q5Hu_FBUIsk,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0,1
2007,Bud Light,"2007 Super Bowl Commercials   Bud Light, Apes",https://www.youtube.com/watch?v=osn2rzClKh0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,162,0,0,0
2005,Pepsi,"Diet Pepsi - Guy Watcher (with Carson and Cindy, 2005)",https://www.youtube.com/watch?v=bHY2miRSwh4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,293,3,0,0
2015,Budweiser,2015 Budweiser Super Bowl XLIX Commercial Lost Dog Puppy BestBuds  TV Ad Spot,https://www.youtube.com/watch?v=otCxSnu_HXA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,491630,2327,37,104
2019,Bud Light,Game of Thrones X Bud Light | Official Super Bowl LIII Ad | Extended Version | HBO,https://www.youtube.com/watch?v=8fhOItB0zUM,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,7658201,94799,12789,7431
2004,Bud Light,Bud Light: Spa,https://www.youtube.com/watch?v=gWqR28uRxXw,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,39730,37,1,1
2003,Budweiser,Budweiser Ad Spot: Roommate,https://www.youtube.com/watch?v=R67qcUIbFhs,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21813,10,0,0
2009,E-Trade,ETRADE BABY Superbowl 43 XLIII Commercial,https://www.youtube.com/watch?v=PlqWRADszb0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,358142,763,24,51
2013,Pepsi,Pepsi Super Bowl Commercial TV AD 2013 Party HD,https://www.youtube.com/watch?v=WAySopBmbtI,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,987,2,0,0
2004,Budweiser,Budweiser Dale Earnhardt Jr Forgotten Lipstick Commercial,https://www.youtube.com/watch?v=zM4rU4jit5k,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,88458,351,6,30
2009,Hynudai,Hyundai Assurance Super Bowl Ad [HQ],https://www.youtube.com/watch?v=lzQ2NeqjYS0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7253,6,1,0
2014,Budweiser,"Budweiser Puppy Commercial - Budweiser super bowl commercial 2014 ""Puppy love"" [EXTENDED]",https://www.youtube.com/watch?v=gUGGepL5gGU,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,81183,232,38,10
2003,Pepsi,Pepsi Twist Commercial (Feat. Osmonds & Osbournes),https://www.youtube.com/watch?v=dnHEqQGl0yA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,35779,NA,NA,NA
2015,Coca-Cola,Coca-Cola: 'Make It Happy',https://www.youtube.com/watch?v=1AeG8tCzTGw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48617,331,18,42
2003,NFL,NFL- Crazy,https://www.youtube.com/watch?v=Bs0Iwwl-5Lk,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18670,42,1,4
2012,Doritos,Doritos Sling Baby,https://www.youtube.com/watch?v=6SWNLDdnz0A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,176373378,275362,92990,1234
2002,Pepsi,Britney Spears - Pepsi Now and Then Commercial [HD Master],https://www.youtube.com/watch?v=TG4giyL-4Sk,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,385777,5929,73,261
2002,Bud Light,Bud Light - Cedric the entertainer Superbowl XXXVI Commercial 2002,https://www.youtube.com/watch?v=OfLLLnAngZI,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,4641,19,0,2
2000,Budweiser,budweiser wassup commercial,https://www.youtube.com/watch?v=JJmqCKtJnxM,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3624622,24840,521,1498
2001,Bud Light,Bud Light - Cedric Date,https://www.youtube.com/watch?v=h-HHbtwX5vY,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,998,3,0,0
2013,Hynudai,2013 Hyundai Genesis Super Bowl 2013 Commercial 'Excited',https://www.youtube.com/watch?v=mOatp4Xi7IU,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1190,5,0,0
2015,Toyota,New Toyota Camry - My Bold Dad | Commercial USA 2015,https://www.youtube.com/watch?v=9u4--TxE2gI,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,32091,266,6,15
2000,Budweiser,Super Bowl XXXIV Commercial. Budweiser. The Dog Star.,https://www.youtube.com/watch?v=GgXsLHifz9k,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,111442,163,5,8
2001,Doritos,Dorrito's featuring Ali Landry Television Commercial 2001 Tennis,https://www.youtube.com/watch?v=xbrvsJZSxok,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2985,15,0,1
2016,Doritos,Doritos Dogs - Crash the Super Bowl 2016 WINNER OFFICIAL,https://www.youtube.com/watch?v=MNRAdrB9TSs,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1214968,2534,60,226
2008,Bud Light,"New Super Bowl Commercial 2008 -  Bud Light: ""Ability to Fly",https://www.youtube.com/watch?v=-axbiEJiRGw,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9335,12,1,1
2007,Doritos,2007 Super Bowl Commercial Doritos Checkout Girl,https://www.youtube.com/watch?v=nIcFZzdXSrU,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,292010,244,74,52
2001,NFL,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
2001,Pepsi,Pepsi - Bob Dole Super Bowl XXXV 2001,https://www.youtube.com/watch?v=6h7wifUL8mk,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,12106,10,1,1
2014,NFL,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
2012,Budweiser,"The Cult "" She Sells Sanctuary"" - Budweiser: 'Eternal Optimism' Ad",https://www.youtube.com/watch?v=_GeiOdHsW_8,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,220292,572,100,271
2001,Pepsi,Pepsi - Chessmaster Garry Kasparov Super Bowl XXXV 2001,https://www.youtube.com/watch?v=pldGc0Cpf84,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1475,14,0,2
2001,E-Trade,ETrade Commercial - Matrix,https://www.youtube.com/watch?v=39BL7iqe6pQ,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6513,12,4,3
2001,Budweiser,NSync - Budweiser Commercial,https://www.youtube.com/watch?v=H9YdunAo3Ug,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,77142,334,4,71
